"scientific_name" "category" "criteria"
"Tlaloc hildebrandi" "EN" "A2ce+4ce; B1ab(i,iii,v)"
"Typhlias pearsei" "VU" "D2"
"Clarias theodorae" "LC" NA
"Enteromius trimaculatus" "LC" NA
"Marosatherina ladigesi" "VU" "D2"
"Tilapia sparrmanii" "LC" NA
"Enteromius afrohamiltoni" "LC" NA
"Enteromius argenteus" "LC" NA
"Enteromius breviceps" "LC" NA
"Enteromius viviparus" "LC" NA
"Engraulicypris gariepinus" "LC" NA
"Tor tor" "DD" NA
"Tor putitora" "EN" "A2abcd"
"Tor barakae" "NT" NA
"Tor sinensis" "VU" "B2ab(iii)"
"Tor laterivittatus" "DD" NA
"Tor polylepis" "DD" NA
"Tor ater" "NT" NA
"Tor dongnaiensis<c2><a0>" "NT" NA
"Tor hemispinus" "DD" NA
"Enteromius brevilateralis" "DD" NA
"Enteromius cercops" "LC" NA
"Enteromius afrovernayi" "LC" NA
"Enteromius barotseensis" "LC" NA
"Enteromius brevidorsalis" "LC" NA
"Enteromius ablabes" "LC" NA
"Enteromius baudoni" "LC" NA
"Enteromius callipterus" "LC" NA
"Enteromius camptacanthus" "LC" NA
"Enteromius anema" "LC" NA
"Enteromius ansorgii" "LC" NA
"Enteromius aboinensis" "DD" NA
"Enteromius aliciae" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius aloyi" "DD" NA
"Enteromius amanpoae" "LC" NA
"Enteromius anniae" "VU" "D2"
"Enteromius apleurogramma" "LC" NA
"Enteromius aspilus" "LC" NA
"Enteromius atakorensis" "LC" NA
"Enteromius atromaculatus" "LC" NA
"Enteromius bagbwensis" "VU" "B1ab(iii)+2ab(iii); D2"
"Enteromius barnardi" "LC" NA
"Enteromius bawkuensis" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius bigornei" "NT" NA
"Enteromius boboi" "CR" "B1ab(iii)+2ab(iii)"
"Enteromius bourdariei" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius brachygramma" "DD" NA
"Enteromius brazzai" "LC" NA
"Enteromius brichardi" "LC" NA
"Enteromius cadenati" "VU" "D2"
"Enteromius candens" "LC" NA
"Enteromius carcharhinoides" "CR" "B1ab(iii)+2ab(iii)"
"Enteromius carens" "LC" NA
"Enteromius castrasibutum" "DD" NA
"Enteromius catenarius" "DD" NA
"Enteromius caudosignatus" "DD" NA
"Enteromius chicapaensis" "LC" NA
"Enteromius chiumbeensis" "LC" NA
"Enteromius chlorotaenia" "LC" NA
"Enteromius choloensis" "VU" "D2"
"Enteromius citrinus" "DD" NA
"Enteromius clauseni" "DD" NA
"Enteromius collarti" "VU" "D2"
"Enteromius condei" "DD" NA
"Enteromius neumayeri" "LC" NA
"Enteromius mattozi" "LC" NA
"Enteromius haasianus" "LC" NA
"Enteromius multilineatus" "LC" NA
"Enteromius kessleri" "LC" NA
"Enteromius miolepis" "LC" NA
"Enteromius neglectus" "LC" NA
"Enteromius fasciolatus" "LC" NA
"Enteromius macrops" "LC" NA
"Enteromius lujae" "DD" NA
"Enteromius holotaenia" "LC" NA
"Enteromius leonensis" "LC" NA
"Enteromius nigeriensis" "LC" NA
"Enteromius neefi" "LC" NA
"Enteromius lornae" "DD" NA
"Enteromius deguidei" "DD" NA
"Enteromius guirali" "LC" NA
"Enteromius janssensi" "LC" NA
"Enteromius hulstaerti" "LC" NA
"Enteromius nigrifilis" "DD" NA
"Enteromius martorelli" "LC" NA
"Enteromius nounensis" "LC" NA
"Enteromius diamouanganai" "LC" NA
"Enteromius marmoratus" "LC" NA
"Enteromius machadoi" "DD" NA
"Enteromius kuiluensis" "DD" NA
"Enteromius kamolondoensis" "LC" NA
"Enteromius jae" "LC" NA
"Enteromius erythrozonus" "DD" NA
"Enteromius lamani" "DD" NA
"Enteromius mediosquamatus" "DD" NA
"Enteromius matthesi" "LC" NA
"Enteromius nigroluteus" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius lukindae" "DD" NA
"Enteromius lukusiensis" "LC" NA
"Enteromius luluae" "LC" NA
"Enteromius humeralis" "LC" NA
"Enteromius deserti" "NT" NA
"Enteromius lauzannei" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius guineensis" "DD" NA
"Enteromius inaequalis" "DD" NA
"Enteromius kissiensis" "VU" "D2"
"Enteromius ditinensis" "VU" "B1ab(iii)+2ab(iii); D2"
"Enteromius melanotaenia" "CR" "B1ab(iii)+2ab(iii)"
"Enteromius foutensis" "VU" "B2ab(iii); D2"
"Enteromius macinensis" "LC" NA
"Enteromius dialonensis" "VU" "B1ab(iii)+2ab(iii); D2"
"Enteromius niokoloensis" "VU" "D2"
"Enteromius huguenyi" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius guildi" "DD" NA
"Enteromius eburneensis" "VU" "B1ab(iii)+2ab(iii); D2"
"Enteromius liberiensis" "EN" "B2ab(iii)"
"Enteromius dorsolineatus" "LC" NA
"Labeobarbus ensis" "LC" NA
"Enteromius evansi" "LC" NA
"Enteromius greenwoodi" "DD" NA
"Enteromius manicensis" "LC" NA
"Enteromius mocoensis" "DD" NA
"Enteromius musumbi" "LC" NA
"Enteromius jacksoni" "LC" NA
"Enteromius laticeps" "VU" "D2"
"Enteromius loveridgii" "DD" NA
"Enteromius lufukiensis" "NT" NA
"Enteromius luikae" "LC" NA
"Enteromius magdalenae" "LC" NA
"Enteromius mimus" "LC" NA
"Enteromius nyanzae" "LC" NA
"Mugilogobius amadi" "CR" "A1ae"
"Mugilogobius sarasinorum" "VU" "D2"
"Enteromius pellegrini" "LC" NA
"Enteromius oligogrammus" "LC" NA
"Enteromius poechii" "LC" NA
"Enteromius pumilus" "DD" NA
"Enteromius perince" "LC" NA
"Enteromius pobeguini" "LC" NA
"Enteromius owenae" "DD" NA
"Enteromius petchkovskyi" "DD" NA
"Enteromius prionacanthus" "LC" NA
"Enteromius pygmaeus" "DD" NA
"Enteromius papilio" "DD" NA
"Enteromius parajae" "LC" NA
"Enteromius okae" "DD" NA
"Enteromius pseudotoppini" "VU" "D2"
"Enteromius olivaceus" "LC" NA
"Enteromius profundus" "LC" NA
"Enteromius pallidus" "LC" NA
"Enteromius parablabes" "LC" NA
"Enteromius pleurogramma" "DD" NA
"Enteromius punctitaeniatus" "LC" NA
"Labeobarbus gestetneri" "DD" NA
"Labeobarbus macroceps" "DD" NA
"Labeobarbus dartevellei" "DD" NA
"Labeobarbus huloti" "VU" "D2"
"Labeobarbus gulielmi" "DD" NA
"Enteromius stigmatopygus" "LC" NA
"Enteromius salessei" "VU" "B1ab(ii,iii)+2ab(ii,iii); D2"
"Enteromius raimbaulti" "VU" "B1ab(iii)+2ab(iii)"
"Enteromius subinensis" "EN" "B2ab(iii,v)"
"Enteromius sublineatus" "LC" NA
"Enteromius sylvaticus" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius roussellei" "DD" NA
"Enteromius rouxi" "DD" NA
"Enteromius stanleyi" "LC" NA
"Enteromius syntrechalepis" "DD" NA
"Enteromius rubrostigma" "LC" NA
"Enteromius stauchi" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius quadralineatus" "EN" "B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
"Enteromius sexradiatus" "DD" NA
"Enteromius quadripunctatus" "DD" NA
"Enteromius serengetiensis" "LC" NA
"Enteromius eutaenia" "LC" NA
"Enteromius unitaeniatus" "LC" NA
"Engraulicypris ngalala" "LC" NA
"Bengala elanga" "LC" NA
"Tariqilabeo latius" "LC" NA
"Lepidocephalichthys guntea" "LC" NA
"Planiliza macrolepis" "LC" NA
"Planiliza tade" "DD" NA
"Parambassis baculis" "LC" NA
"Nemacheilus corica" "LC" NA
"Minimugil cascasia" "LC" NA
"Hippocampus comes" "VU" "A2bd+4bd"
"Trematocranus pachychilus" "DD" NA
"Clarias liocephalus" "LC" NA
"Anchoviella sanfranciscana" "DD" NA
"Anchoviella hernanni" "LC" NA
"Doryichthys boaja" "DD" NA
"Doryichthys deokhatoides" "DD" NA
"Doryichthys heterosoma" "DD" NA
"Doryichthys martensii" "DD" NA
"Alburnus kurui" "DD" NA
"Esox lucius" "LC" NA
"Coptodon guineensis" "LC" NA
"Myoxocephalus quadricornis" "LC" NA
"Arabibarbus grypus" "VU" "A2d+3d"
"Carasobarbus fritschii" "LC" NA
"Carasobarbus harterti" "VU" "A2ace"
"Carasobarbus moulouyensis" "LC" NA
"Clypeobarbus bellcrossi" "DD" NA
"Clypeobarbus hypsolepis" "LC" NA
"Enteromius taeniopleura" "LC" NA
"Enteromius taeniurus" "VU" "B2ab(iii)"
"Enteromius tanapelagius" "LC" NA
"Enteromius tegulifer" "DD" NA
"Malacanthus plumieri" "LC" NA
"Stolephorus continentalis" "DD" NA
"Stolephorus oceanicus" "DD" NA
"Nanochromis dimidiatus" "LC" NA
"Tachysurus ichikawai" "VU" "A1c; D2"
"Fundulosoma thierryi" "LC" NA
"Mayaheros ericymba" "DD" NA
"Serranochromis jallae" "LC" NA
"Neosalanx reganius" "VU" "A1ace; D2"
"Heterotilapia buettikoferi" "LC" NA
"Heterotilapia cessiana" "CR" "B1ab(iii)+2ab(iii)"
"Coptodon coffea" "CR" "B1ab(ii,iii)+2ab(ii,iii)"
"Coptodon dageti" "LC" NA
"Coptodon discolor" "VU" "B2ab(iii); D2"
"Coelotilapia joka" "VU" "B2ab(iii)"
"Coptodon louka" "LC" NA
"Pelmatolapia mariae" "LC" NA
"Coptodon rheophilus" "DD" NA
"Coptodon walteri" "NT" NA
"Garra ornata" "LC" NA
"Garra trewavasae" "CR" "B1ab(iii)+2ab(iii)"
"Neochelon falcipinnis" "DD" NA
"Micropanchax hutereaui" "LC" NA
"Micropanchax keilhacki" "VU" "D2"
"Micropanchax kingii" "LC" NA
"Rhexipanchax nimbaensis" "VU" "B1ab(i,iii); D2"
"Pollimyrus eburneensis" "VU" "D2"
"Astatotilapia burtoni" "LC" NA
"Oligosarcus schindleri" "EN" "B1ab(iii,v)"
"Acheilognathus meridianus" "DD" NA
"Garra gotyla" "LC" NA
"Onychostoma elongatum" "DD" NA
"Schizothorax richardsonii" "VU" "A2acd+3cde+4acde"
"Aldrichetta forsteri" "LC" NA
"Planiliza abu" "LC" NA
"Liobagrus kingi" "EN" "B2ab(i,ii,iii,iv,v)"
"Pseudobagrus medianalis" "CR" "B2ab(iii)"
"Heteropneustes fossilis" "LC" NA
"Silurus mento" "CR" "B1ab(ii,iii); D"
"Enteromius tetrastigma" "DD" NA
"Enteromius thamalakanensis" "LC" NA
"Enteromius thysi" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius tiekoroi" "DD" NA
"Enteromius tomiensis" "DD" NA
"Enteromius tongaensis" "DD" NA
"Enteromius traorei" "EN" "B1ab(iii)+2ab(iii)"
"Enteromius trinotatus" "LC" NA
"Enteromius trispiloides" "DD" NA
"Enteromius trispilomimus" "LC" NA
"Enteromius trispilopleura" "LC" NA
"Enteromius trispilos" "LC" NA
"Enteromius turkanae" "LC" NA
"Enteromius urostigma" "LC" NA
"Enteromius usambarae" "LC" NA
"Enteromius venustus" "DD" NA
"Enteromius viktorianus" "DD" NA
"Enteromius wellmani" "DD" NA
"Enteromius yeiensis" "DD" NA
"Enteromius yongei" "LC" NA
"Enteromius zalbiensis" "VU" "B1ab(iii)+2ab(iii); D2"
"Garra elegans" "LC" NA
"Garra festai" "CR" "B1ab(iii,v)+2ab(iii,v)"
"Garra nana" "NT" NA
"Garra typhlops" "VU" "D2"
"Garra widdowsoni" "CR" "B1ab(i,ii,iii,iv)"
"Labeobarbus acuticeps" "NT" NA
"Labeobarbus altianalis" "LC" NA
"Labeobarbus bynni" "LC" NA
"Labeobarbus claudinae" "VU" "B1ab(iii)"
"Labeobarbus fasolt" "LC" NA
"Labeobarbus girardi" "DD" NA
"Labeobarbus gruveli" "VU" "D2"
"Labeobarbus intermedius" "LC" NA
"Labeobarbus iturii" "DD" NA
"Labeobarbus jubbi" "DD" NA
"Labeobarbus lagensis" "DD" NA
"Labeobarbus longifilis" "DD" NA
"Labeobarbus macrolepis" "NT" NA
"Labeobarbus mawambiensis" "LC" NA
"Labeobarbus mirabilis" "DD" NA
"Labeobarbus nanningsi" "DD" NA
"Labeobarbus oxyrhynchus" "LC" NA
"Leuciscus aspius" "LC" NA
"Eidinemacheilus smithi" "VU" "D2"
"Luciobarbus lorteti" "DD" NA
"Chelon auratus" "LC" NA
"Chelon saliens" "LC" NA
"Chelon dumerili" "DD" NA
"Chelon bandialensis" "DD" NA
"Labeobarbus tropidolepis" "LC" NA
"Labeobarbus somereni" "LC" NA
"Labeobarbus ruasae" "CR" "B1ab(iii)"
"Labeobarbus rhinoceros" "DD" NA
"Labeobarbus pagenstecheri" "DD" NA
"Labeobarbus sacratus" "LC" NA
"Labeobarbus petitjeani" "VU" "B2ab(iii); D2"
"Labeobarbus wurtzi" "LC" NA
"Labeobarbus parawaldroni" "NT" NA
"Pterocapoeta maroccana" "DD" NA
"Luciobarbus setivimensis" "LC" NA
"Luciobarbus antinorii" "DD" NA
"Tropidophoxinellus callensis" "DD" NA
"Labeobarbus reinii" "VU" "B2ab(iii)"
"Luciobarbus massaensis" "LC" NA
"Luciobarbus issenensis" "VU" "B1ab(ii,iii); D2"
"Luciobarbus callensis" "LC" NA
"Luciobarbus pallaryi" "LC" NA
"Luciobarbus figuiguensis" "LC" NA
"Luciobarbus magniatlantis" "LC" NA
"Luciobarbus nasus" "NT" NA
"Luciobarbus ksibi" "VU" "B1ab(ii,iii); D2"
"Luciobarbus lepineyi" "LC" NA
"Luciobarbus labiosa" "LC" NA
"Luciobarbus leptopogon" "DD" NA
"Labeobarbus rhinophorus" "DD" NA
"Labeobarbus rosae" "DD" NA
"Labeobarbus stappersii" "LC" NA
"Labeobarbus trachypterus" "LC" NA
"Labeobarbus urotaenia" "DD" NA
"Petroleuciscus aphipsi" "LC" NA
"Telestes karsticus" "EN" "B2ab(i,ii,iii)"
"Ninnigobius canestrinii" "LC" NA
"Ninnigobius montenegrensis" "LC" NA
"Orsinigobius croatica" "VU" "B2ab(iii); D2"
"Orsinigobius punctatissima" "NT" NA
"Percarina demidoffii" "NT" NA
"Chelon ramada" "LC" NA
"Pachychilon pictum" "LC" NA
"Padogobius bonelli" "LC" NA
"Rutilus aula" "LC" NA
"Enteromius walkeri" "VU" "B1ab(iii)+2ab(iii); D2"
"Coilia lindmani" "LC" NA
"Stolephorus indicus" "LC" NA
"Liocichla steerii" "LC" NA
"Lanius minor" "LC" NA
"Lanius nubicus" "LC" NA
"Perisoreus infaustus" "LC" NA
"Nucifraga caryocatactes" "LC" NA
"Pyrrhocorax pyrrhocorax" "LC" NA
"Pyrrhocorax graculus" "LC" NA
"Bombycilla garrulus" "LC" NA
"Poecile cinctus" "LC" NA
"Lophophanes cristatus" "LC" NA
"Parus major" "LC" NA
"Cyanistes cyanus" "LC" NA
"Riparia riparia" "LC" NA
"Hirundo rustica" "LC" NA
"Aegithalos caudatus" "LC" NA
"Melanocorypha calandra" "LC" NA
"Prinia gracilis" "LC" NA
"Pycnonotus xanthopygos" "LC" NA
"Locustella luscinioides" "LC" NA
"Acrocephalus schoenobaenus" "LC" NA
"Acrocephalus palustris" "LC" NA
"Hippolais languida" "LC" NA
"Hippolais olivetorum" "LC" NA
"Phylloscopus trochilus" "LC" NA
"Phylloscopus canariensis" "LC" NA
"Phylloscopus ibericus" "LC" NA
"Phylloscopus bonelli" "LC" NA
"Phylloscopus sibilatrix" "LC" NA
"Phylloscopus inornatus" "LC" NA
"Phylloscopus borealis" "LC" NA
"Sylvia atricapilla" "LC" NA
"Sylvia nisoria" "LC" NA
"Sylvia ruppeli" "LC" NA
"Sylvia mystacea" "LC" NA
"Sylvia conspicillata" "LC" NA
"Sylvia sarda" "LC" NA
"Panurus biarmicus" "LC" NA
"Regulus ignicapilla" "LC" NA
"Regulus madeirensis" "LC" NA
"Sitta tephronota" "LC" NA
"Certhia brachydactyla" "LC" NA
"Pastor roseus" "LC" NA
"Sturnus vulgaris" "LC" NA
"Sturnus unicolor" "LC" NA
"Turdus merula" "LC" NA
"Turdus pilaris" "LC" NA
"Turdus viscivorus" "LC" NA
"Luscinia luscinia" "LC" NA
"Calliope calliope" "LC" NA
"Cyanecula svecica" "LC" NA
"Tarsiger cyanurus" "LC" NA
"Irania gutturalis" "LC" NA
"Phoenicurus phoenicurus" "LC" NA
"Saxicola rubetra" "LC" NA
"Saxicola torquatus" "LC" NA
"Oenanthe hispanica" "LC" NA
"Oenanthe pleschanka" "LC" NA
"Oenanthe cypriaca" "LC" NA
"Oenanthe xanthoprymna" "LC" NA
"Oenanthe isabellina" "LC" NA
"Monticola solitarius" "LC" NA
"Gymnoris xanthocollis" "LC" NA
"Petronia petronia" "LC" NA
"Montifringilla henrici" "LC" NA
"Prunella collaris" "LC" NA
"Prunella atrogularis" "LC" NA
"Motacilla alba" "LC" NA
"Motacilla citreola" "LC" NA
"Anthus berthelotii" "LC" NA
"Anthus hodgsoni" "LC" NA
"Fringilla montifringilla" "LC" NA
"Serinus pusillus" "LC" NA
"Rhodopechys sanguineus" "LC" NA
"Rhodospiza obsoleta" "LC" NA
"Carpodacus rubicilla" "LC" NA
"Loxia pytyopsittacus" "LC" NA
"Loxia scotica" "LC" NA
"Emberiza citrinella" "LC" NA
"Emberiza melanocephala" "LC" NA
"Plectrophenax nivalis" "LC" NA
"Oenanthe deserti" "LC" NA
"Prunella montanella" "LC" NA
"Emberiza rustica" "VU" "A2abcd+3bcd+4abcd"
"Oenanthe chrysopygia" "LC" NA
"Melanocorypha yeltoniensis" "LC" NA
"Pyrrhula murina" "VU" "D1+2"
"Xenicus longipes" "EX" NA
"Traversia lyalli" "EX" NA
"Hydrornis nipalensis" "LC" NA
"Hydrornis soror" "LC" NA
"Hydrornis schneideri" "VU" "C2a(i)"
"Hydrornis cyaneus" "LC" NA
"Hydrornis elliotii" "LC" NA
"Pitta sordida" "LC" NA
"Pitta superba" "EN" "C2a(i,ii)"
"Pitta steerii" "VU" "A2c+3c+4c;C2a(i)"
"Erythropitta kochi" "NT" NA
"Erythropitta erythrogaster" "LC" NA
"Erythropitta dohertyi" "NT" NA
"Erythropitta venusta" "VU" "C2a(i)"
"Pitta angolensis" "LC" NA
"Pitta brachyura" "LC" NA
"Pitta moluccensis" "LC" NA
"Pitta megarhyncha" "NT" NA
"Pitta iris" "LC" NA
"Pitta anerythra" "VU" "D1"
"Smithornis sharpei" "LC" NA
"Pseudocalyptomena graueri" "VU" "B1ab(i,ii,iii,v); C2a(i)"
"Corydon sumatranus" "LC" NA
"Eurylaimus harterti" "LC" NA
"Serilophus lunatus" "LC" NA
"Psarisomus dalhousiae" "LC" NA
"Calyptomena viridis" "NT" NA
"Philepitta schlegeli" "NT" NA
"Mionectes striaticollis" "LC" NA
"Mionectes olivaceus" "LC" NA
"Mionectes macconnelli" "LC" NA
"Leptopogon taczanowskii" "NT" NA
"Pseudotriccus pelzelni" "LC" NA
"Pseudotriccus simplex" "LC" NA
"Pseudotriccus ruficeps" "LC" NA
"Poecilotriccus ruficeps" "LC" NA
"Poecilotriccus capitalis" "LC" NA
"Poecilotriccus albifacies" "LC" NA
"Hemitriccus josephinae" "LC" NA
"Hemitriccus obsoletus" "LC" NA
"Hemitriccus orbitatus" "NT" NA
"Hemitriccus spodiops" "LC" NA
"Hemitriccus cinnamomeipectus" "VU" "B1ab(iii)"
"Hemitriccus furcatus" "VU" "A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)"
"Poecilotriccus senex" "LC" NA
"Poecilotriccus russatus" "LC" NA
"Poecilotriccus plumbeiceps" "LC" NA
"Poecilotriccus latirostris" "LC" NA
"Poecilotriccus fumifrons" "LC" NA
"Poecilotriccus sylvia" "LC" NA
"Todirostrum maculatum" "LC" NA
"Todirostrum poliocephalum" "LC" NA
"Todirostrum cinereum" "LC" NA
"Todirostrum nigriceps" "LC" NA
"Todirostrum pictum" "LC" NA
"Todirostrum chrysocrotaphum" "LC" NA
"Poecilotriccus calopterus" "LC" NA
"Poecilotriccus pulchellus" "LC" NA
"Corythopis torquatus" "LC" NA
"Phyllomyias reiseri" "LC" NA
"Phyllomyias virescens" "LC" NA
"Phyllomyias sclateri" "LC" NA
"Phyllomyias griseocapilla" "NT" NA
"Phyllomyias plumbeiceps" "LC" NA
"Phyllomyias nigrocapillus" "LC" NA
"Phyllomyias cinereiceps" "LC" NA
"Phyllomyias uropygialis" "LC" NA
"Zimmerius bolivianus" "LC" NA
"Zimmerius cinereicapilla" "VU" "A3c"
"Zimmerius viridiflavus" "LC" NA
"Ornithion inerme" "LC" NA
"Ornithion semiflavum" "LC" NA
"Ornithion brunneicapillus" "LC" NA
"Camptostoma imberbe" "LC" NA
"Camptostoma obsoletum" "LC" NA
"Phaeomyias murina" "LC" NA
"Nesotriccus ridgwayi" "VU" "D2"
"Sublegatus modestus" "LC" NA
"Myiopagis gaimardii" "LC" NA
"Myiopagis caniceps" "LC" NA
"Myiopagis subplacens" "LC" NA
"Myiopagis cotta" "LC" NA
"Myiopagis viridicata" "LC" NA
"Pseudelaenia leucospodia" "LC" NA
"Elaenia flavogaster" "LC" NA
"Elaenia spectabilis" "LC" NA
"Elaenia ridleyana" "VU" "D1"
"Elaenia albiceps" "LC" NA
"Elaenia strepera" "LC" NA
"Elaenia gigas" "LC" NA
"Elaenia cristata" "LC" NA
"Elaenia chiriquensis" "LC" NA
"Elaenia frantzii" "LC" NA
"Elaenia obscura" "LC" NA
"Elaenia dayi" "LC" NA
"Elaenia fallax" "LC" NA
"Mecocerculus leucophrys" "LC" NA
"Mecocerculus poecilocercus" "LC" NA
"Mecocerculus hellmayri" "LC" NA
"Mecocerculus calopterus" "LC" NA
"Mecocerculus minor" "LC" NA
"Mecocerculus stictopterus" "LC" NA
"Serpophaga cinerea" "LC" NA
"Serpophaga nigricans" "LC" NA
"Serpophaga subcristata" "LC" NA
"Inezia tenuirostris" "LC" NA
"Inezia inornata" "LC" NA
"Stigmatura budytoides" "LC" NA
"Uromyias agilis" "LC" NA
"Uromyias agraphia" "LC" NA
"Anairetes alpinus" "EN" "C2a(i)"
"Anairetes nigrocristatus" "LC" NA
"Anairetes reguloides" "LC" NA
"Anairetes flavirostris" "LC" NA
"Anairetes fernandezianus" "NT" NA
"Anairetes parulus" "LC" NA
"Tachuris rubrigastra" "LC" NA
"Polystictus pectoralis" "NT" NA
"Polystictus superciliaris" "LC" NA
"Pseudocolopteryx sclateri" "LC" NA
"Pseudocolopteryx acutipennis" "LC" NA
"Pseudocolopteryx dinelliana" "NT" NA
"Euscarthmus meloryphus" "LC" NA
"Pogonotriccus ophthalmicus" "LC" NA
"Pogonotriccus venezuelanus" "NT" NA
"Pogonotriccus lanyoni" "EN" "B1ab(i,ii,iii,v);C2a(i)"
"Pogonotriccus poecilotis" "LC" NA
"Phylloscartes nigrifrons" "LC" NA
"Pogonotriccus chapmani" "LC" NA
"Phylloscartes gualaquizae" "NT" NA
"Phylloscartes flaviventris" "LC" NA
"Phylloscartes roquettei" "EN" "A2c+3c+4c"
"Phylloscartes paulista" "NT" NA
"Phylloscartes oustaleti" "NT" NA
"Phylloscartes difficilis" "NT" NA
"Phylloscartes flavovirens" "LC" NA
"Phylloscartes virescens" "LC" NA
"Myiornis albiventris" "LC" NA
"Myiornis auricularis" "LC" NA
"Myiornis atricapillus" "LC" NA
"Myiornis ecaudatus" "LC" NA
"Lophotriccus vitiosus" "LC" NA
"Lophotriccus eulophotes" "LC" NA
"Atalotriccus pilaris" "LC" NA
"Oncostoma cinereigulare" "LC" NA
"Oncostoma olivaceum" "LC" NA
"Cnipodectes subbrunneus" "LC" NA
"Rhynchocyclus brevirostris" "LC" NA
"Rhynchocyclus fulvipectus" "LC" NA
"Tolmomyias sulphurescens" "LC" NA
"Tolmomyias assimilis" "LC" NA
"Tolmomyias poliocephalus" "LC" NA
"Tolmomyias flaviventris" "LC" NA
"Platyrinchus saturatus" "LC" NA
"Platyrinchus mystaceus" "LC" NA
"Platyrinchus coronatus" "LC" NA
"Platyrinchus platyrhynchos" "LC" NA
"Onychorhynchus occidentalis" "VU" "A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)"
"Myiotriccus ornatus" "LC" NA
"Myiophobus flavicans" "LC" NA
"Myiophobus inornatus" "LC" NA
"Myiophobus roraimae" "LC" NA
"Nephelomyias pulcher" "LC" NA
"Nephelomyias lintoni" "NT" NA
"Nephelomyias ochraceiventris" "LC" NA
"Myiophobus fasciatus" "LC" NA
"Myiophobus cryptoxanthus" "LC" NA
"Terenotriccus erythrurus" "LC" NA
"Myiobius villosus" "LC" NA
"Myiobius atricaudus" "LC" NA
"Pyrrhomyias cinnamomeus" "LC" NA
"Lathrotriccus euleri" "LC" NA
"Lathrotriccus griseipectus" "VU" "A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)"
"Aphanotriccus capitalis" "VU" "B1ab(i,ii,iii,v)"
"Aphanotriccus audax" "NT" NA
"Xenotriccus callizonus" "NT" NA
"Xenotriccus mexicanus" "LC" NA
"Mitrephanes phaeocercus" "LC" NA
"Mitrephanes olivaceus" "LC" NA
"Contopus pertinax" "LC" NA
"Contopus fumigatus" "LC" NA
"Contopus ochraceus" "LC" NA
"Contopus sordidulus" "LC" NA
"Contopus virens" "LC" NA
"Contopus cinereus" "LC" NA
"Contopus albogularis" "LC" NA
"Contopus caribaeus" "LC" NA
"Empidonax flaviventris" "LC" NA
"Empidonax virescens" "LC" NA
"Empidonax alnorum" "LC" NA
"Empidonax traillii" "LC" NA
"Empidonax albigularis" "LC" NA
"Empidonax minimus" "LC" NA
"Empidonax hammondii" "LC" NA
"Empidonax wrightii" "LC" NA
"Empidonax oberholseri" "LC" NA
"Empidonax affinis" "LC" NA
"Empidonax occidentalis" "LC" NA
"Empidonax flavescens" "LC" NA
"Empidonax fulvifrons" "LC" NA
"Empidonax atriceps" "LC" NA
"Sayornis phoebe" "LC" NA
"Sayornis saya" "LC" NA
"Sayornis nigricans" "LC" NA
"Silvicultrix frontalis" "LC" NA
"Silvicultrix jelskii" "LC" NA
"Silvicultrix diadema" "LC" NA
"Silvicultrix pulchella" "LC" NA
"Ochthoeca cinnamomeiventris" "LC" NA
"Ochthoeca rufipectoralis" "LC" NA
"Ochthoeca oenanthoides" "LC" NA
"Ochthoeca leucophrys" "LC" NA
"Ochthoeca piurae" "NT" NA
"Ochthoeca salvini" "NT" NA
"Colorhamphus parvirostris" "LC" NA
"Ochthornis littoralis" "LC" NA
"Myiotheretes striaticollis" "LC" NA
"Myiotheretes fumigatus" "LC" NA
"Myiotheretes fuscorufus" "LC" NA
"Xolmis pyrope" "LC" NA
"Xolmis cinereus" "LC" NA
"Xolmis coronatus" "LC" NA
"Xolmis velatus" "LC" NA
"Xolmis irupero" "LC" NA
"Xolmis rubetra" "LC" NA
"Xolmis salinarum" "NT" NA
"Neoxolmis rufiventris" "LC" NA
"Agriornis montanus" "LC" NA
"Agriornis albicauda" "VU" "C2a(i)"
"Agriornis lividus" "LC" NA
"Muscisaxicola maculirostris" "LC" NA
"Muscisaxicola fluviatilis" "LC" NA
"Muscisaxicola maclovianus" "LC" NA
"Muscisaxicola capistratus" "LC" NA
"Muscisaxicola rufivertex" "LC" NA
"Muscisaxicola juninensis" "LC" NA
"Muscisaxicola albilora" "LC" NA
"Muscisaxicola cinereus" "LC" NA
"Muscisaxicola albifrons" "LC" NA
"Muscisaxicola flavinucha" "LC" NA
"Muscigralla brevicauda" "LC" NA
"Lessonia oreas" "LC" NA
"Lessonia rufa" "LC" NA
"Knipolegus striaticeps" "LC" NA
"Knipolegus hudsoni" "LC" NA
"Knipolegus poecilocercus" "LC" NA
"Knipolegus signatus" "LC" NA
