"","auto_id","Scientific.name.species","taxon_name_species","taxon_name_infraspecies","TBN學名_infraspecies","name_c.x","name_e","category","criteria","adjusting","taxon_group","name_code","taxon_rank","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name_c.y","is_endemic","is_alien","is_protected"
"71",71,"Macropygia tenuirostris","Macropygia tenuirostris","Macropygia tenuirostris","Macropygia tenuirostris","長尾鳩",NA,"NVU","D"," ","bird","432244","species",1024716,1024716,NA,"43ae38ec-0091-45b8-ab7d-a10d1d3cd430","species","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Macropygia","鵑鳩屬","長尾鳩"," "," "," "
"72",72,"Treron formosae","Treron formosae","Treron formosae formosae","Treron formosae formosae","紅頭綠鳩",NA,"NVU","D"," ","bird","380270","infraspecies",1025693,1025693,NA,"dc430885-79f2-4914-9380-ccad328bc246","species","Aves","鳥綱","Columbiformes","鴿形目","Columbidae","鳩鴿科","Treron","綠鳩屬","紅頭綠鳩"," "," "," "
"73",73,"Glaucidium brodiei","Glaucidium brodiei","Glaucidium brodiei pardalotum","Glaucidium brodiei pardalotum","鵂鶹",NA,"NVU","C1"," ","bird","380499","infraspecies",1024414,1024414,NA,"71395c68-21ca-4ee6-9ebd-f696c9ebd842","species","Aves","鳥綱","Strigiformes","鴞形目","Strigidae","鴟鴞科","Glaucidium","鵂鶹屬","鵂鶹"," "," "," "
"74",74,"Strix leptogrammica","Strix leptogrammica","Strix leptogrammica","Strix leptogrammica","褐林鴞",NA,"NVU","D"," ","bird","380507","species",1025563,1025563,NA,"b7b91dca-368e-4e07-9f87-f5ee35ca2dbe","species","Aves","鳥綱","Strigiformes","鴞形目","Strigidae","鴟鴞科","Strix","林鴞屬","褐林鴞"," "," "," "
"75",75,"Ceryle rudis","Ceryle rudis","Ceryle rudis","Ceryle rudis","斑翡翠",NA,"NVU","C1;D","[-2]","bird","432253","species",1023910,1023910,NA,"6cb7ef0f-2ef4-4cf6-b955-47778c9ee8fd","species","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Ceryle","斑翡翠屬","斑翡翠"," "," "," "
"76",76,"Picus canus","Picus canus","Picus canus","Picus canus","綠啄木",NA,"NVU","D"," ","bird","380494","species",1025227,1025227,NA,"138e3018-2c45-45d9-8cd4-99dd636d6f74","species","Aves","鳥綱","Piciformes","鴷形目","Picidae","啄木鳥科","Picus","綠啄木屬","綠啄木"," "," "," "
"77",77,"Coracina macei","Coracina macei","Coracina macei","Coracina macei","花翅山椒鳥",NA,"NVU","D"," ","bird","380317","species",1024015,1024015,NA,"a0f13f22-2ae9-4d61-aede-8b6862fcf869","species","Aves","鳥綱","Passeriformes","雀形目","Campephagidae","山椒鳥科","Coracina","鵑鵙屬","花翅山椒"," "," "," "
"78",78,"Lanius schach","Lanius schach","Lanius schach","Lanius schach","棕背伯勞",NA,"NVU","C1"," ","bird","432267","species",1024599,1024599,NA,"aaa14dcf-9cee-449b-890b-1e39a1f6371f","species","Aves","鳥綱","Passeriformes","雀形目","Laniidae","伯勞科","Lanius","伯勞屬","棕背伯勞"," "," "," "
"79",79,"Oriolus chinensis","Oriolus chinensis","Oriolus chinensis","Oriolus chinensis","黃鸝",NA,"NVU","D"," ","bird","380330","species",1025011,1025011,NA,"da97cd9a-686f-4f3b-94a9-1623ab914351","species","Aves","鳥綱","Passeriformes","雀形目","Oriolidae","黃鸝科","Oriolus","黃鸝屬","黃鸝"," "," "," "
"80",80,"Garrulus glandarius","Garrulus glandarius","Garrulus glandarius taivanus","Garrulus glandarius taivanus","松鴉",NA,"NVU","C1"," ","bird","425203","infraspecies",1024397,1024397,NA,"909afff8-1ee7-4a4b-a677-f656a496763e","species","Aves","鳥綱","Passeriformes","雀形目","Corvidae","鴉科","Garrulus","松鴉屬","松鴉"," "," "," "
"81",81,"Corvus torquatus","Corvus torquatus","Corvus torquatus","Corvus torquatus","玉頸鴉",NA,"NVU","D","[-1]","bird","419675","species",419675,419675,419675,"4243b89c-0530-4783-86d7-ac65216049b7","species","Aves","鳥綱","Passeriformes","雀形目","Corvidae","鴉科","Corvus","鴉屬","玉頸鴉"," "," "," "
"82",82,"Sitta europaea","Sitta europaea","Sitta europaea","Sitta europaea","茶腹?",NA,"NVU","A2a"," ","bird","380444","species",1025494,1025494,NA,"d73cb232-2838-41a8-ab09-8c917ab02db2","species","Aves","鳥綱","Passeriformes","雀形目","Sittidae","?科","Sitta","?屬","茶腹?"," "," "," "
"83",83,"Pycnonotus taivanus","Pycnonotus taivanus","Pycnonotus taivanus","Pycnonotus taivanus","烏頭翁",NA,"NVU","A3ce"," ","bird","380440","species",380440,380440,380440,"0f4a4cbf-de63-43e0-bcaa-381c161c63e6","species","Aves","鳥綱","Passeriformes","雀形目","Pycnonotidae","鵯科","Pycnonotus","鵯屬","烏頭翁","Y"," ","Y"
"84",84,"Phylloscopus ijimae","Phylloscopus ijimae","Phylloscopus ijimae","Phylloscopus ijimae","飯島柳鶯",NA,"NVU","D","[-1]","bird","404634","species",404634,404634,404634,"100a5f31-51f5-4c3b-a9c3-91c85bbe3849","species","Aves","鳥綱","Passeriformes","雀形目","Phylloscopidae","柳鶯科","Phylloscopus","柳鶯屬","飯島柳鶯"," "," ","Y"
"85",85,"Enicurus scouleri","Enicurus scouleri","Enicurus scouleri fortis","Enicurus scouleri fortis","小剪尾",NA,"NVU","C1"," ","bird","380375","infraspecies",1024234,1024234,NA,"dede6677-498b-4ecf-9cfd-7098ff3207b1","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Enicurus","燕尾屬　","小剪尾"," "," "," "
"86",86,"Prunella collaris","Prunella collaris","Prunella collaris fennelli","Prunella collaris fennelli","岩鷚",NA,"NVU","C1"," ","bird","380435","infraspecies",1025318,1025318,NA,"8d00d5b2-2fb7-49de-b53c-e7f0209ecbaf","species","Aves","鳥綱","Passeriformes","雀形目","Prunellidae","岩鷚科","Prunella","岩鷚屬","岩鷚"," "," "," "
"87",87,"Emberiza sulphurata","Emberiza sulphurata","Emberiza sulphurata","Emberiza sulphurata","野?",NA,"NVU","C1;D"," ","bird","404581","species",404581,404581,404581,"7d6d0434-7ed4-48d3-92bb-21dc1e5cb97c","species","Aves","鳥綱","Passeriformes","雀形目","Emberizidae","?科","Emberiza","?屬","野?"," "," ","Y"
"88",88,"Pyrrhula erythaca","Pyrrhula erythaca","Pyrrhula erythaca owstoni","Pyrrhula erythaca owstoni","灰鷽",NA,"NVU","A2a+3a; C1"," ","bird","380359","infraspecies",1025379,1025379,NA,"a077c0bf-a835-4a9c-97a9-db1cc2553037","species","Aves","鳥綱","Passeriformes","雀形目","Fringillidae","雀科","Pyrrhula","灰雀屬","灰鷽"," "," "," "
"89",89,"Lonchura atricapilla","Lonchura atricapilla","Lonchura atricapilla formosana","Lonchura atricapilla formosana","黑頭文鳥",NA,"NVU","C1; D"," ","bird","420206","infraspecies",1024676,1024676,NA,"f3d89a59-01a5-4c8a-bff2-12d103301bc8","species","Aves","鳥綱","Passeriformes","雀形目","Estrildidae","梅花雀科","Lonchura","文鳥屬","黑頭文鳥"," "," "," "
"90",90,"Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","大水薙鳥",NA,"NNT","A2b","[-1]","bird","380200","species",380200,380200,380200,"b938af4a-88e3-40a9-ba72-52455dfd5b45","species","Aves","鳥綱","Procellariiformes","?形目","Procellariidae","?科","Calonectris","麗?屬","大水薙鳥"," "," "," "
"91",91,"Oceanodroma monorhis","Hydrobates monorhis","Hydrobates monorhis","Oceanodroma monorhis","黑叉尾海燕",NA,"NNT","A2b; C1","[-1]","bird","380203","species",380203,380203,380203,"92cf552d-708b-45c4-833a-499e8b4732a1","species","Aves","鳥綱","Procellariiformes","?形目","Hydrobatidae","海燕科","Oceanodroma","叉尾海燕屬","黑叉尾海燕"," "," "," "
"92",92,"Platalea minor","Platalea minor","Platalea minor","Platalea minor","黑面琵鷺",NA,"NNT","D"," ","bird","380259","species",380259,380259,380259,"11f17de2-5ee5-4c69-8672-06a46d4283f3","species","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","?科","Platalea","琵鷺屬","黑面琵鷺"," "," ","Y"
"93",93,"Pernis ptilorhynchus","Pernis ptilorhynchus","Pernis ptilorhynchus","Pernis ptilorhynchus","東方蜂鷹",NA,"NNT","D","[-1]","bird","404628","species",1025168,1025168,NA,"19b1cc22-5e72-4376-b878-eeea24879682","species","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Pernis","蜂鷹屬","東方蜂鷹"," "," "," "
"94",94,"Ictinaetus malaiensis","Ictinaetus malaiensis","Ictinaetus malaiensis","Ictinaetus malaiensis","林鵰",NA,"NNT","D"," ","bird","380113","species",1024552,1024552,NA,"b2350fcd-44ae-4faf-9777-0e08342613fc","species","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Ictinaetus","林鵰屬","林鵰"," "," "," "
"95",95,"Accipiter soloensis","Accipiter soloensis","Accipiter soloensis","Accipiter soloensis","赤腹鷹",NA,"NNT","A2a","[-2]","bird","380099","species",380099,380099,380099,"361a3560-d085-4fd2-b6f6-521f4c8049a5","species","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Accipiter","鷹屬","赤腹鷹"," "," ","Y"
"96",96,"Gallirallus striatus","Lewinia striata","Lewinia striata taiwanus","Gallirallus striatus taiwanus","灰胸秧雞",NA,"NNT","B2b(ii)"," ","bird","380300","infraspecies",1024387,1024387,NA,"208efd26-6f49-4a15-954d-c3ef0a2f461f","species","Aves","鳥綱","Gruiformes","鶴形目","Rallidae","秧雞科","Gallirallus","紋秧雞屬","灰胸秧雞"," "," "," "
"97",96," ","Lewinia striata","Lewinia striata taiwanus","Gallirallus striatus jouyi","灰胸秧雞",NA,"NNT","B2b(ii)"," ","bird","380300","infraspecies",NA,NA,NA," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"98",97,"Haematopus ostralegus","Haematopus ostralegus","Haematopus ostralegus","Haematopus ostralegus","蠣?",NA,"NNT","D","[-2]","bird","380145","species",1024450,1024450,NA,"5aee8378-a6f8-44de-accf-f1922307c575","species","Aves","鳥綱","Charadriiformes","?形目","Haematopodidae","蠣鷸科","Haematopus","蠣鷸屬","蠣?"," "," "," "
"99",98,"Pluvialis squatarola","Pluvialis squatarola","Pluvialis squatarola","Pluvialis squatarola","灰斑?",NA,"NNT","A2b","[-2]","bird","420944","species",420944,420944,420944,"206694cd-785d-48a9-9325-fddfb01e130a","species","Aves","鳥綱","Charadriiformes","?形目","Charadriidae","?科","Pluvialis","斑?屬","灰斑?"," "," "," "
"100",99,"Charadrius leschenaultii","Charadrius leschenaultii","Charadrius leschenaultii","Charadrius leschenaultii","鐵嘴?",NA,"NNT","A2a; C1","[-1]","bird","380141","species",1023923,1023923,NA,"faa3e92c-4cd3-468a-b5c4-e07c789c417f","species","Aves","鳥綱","Charadriiformes","?形目","Charadriidae","?科","Charadrius","?屬","鐵嘴?"," "," "," "
"101",100,"Tringa brevipes","Tringa brevipes","Tringa brevipes","Tringa brevipes","黃足鷸",NA,"NNT","C1","[-1]","bird","419632","species",419632,419632,419632,"3f8c00a3-5ec0-4b25-933c-4cc1e3ff7a2a","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Tringa","鷸屬","黃足鷸"," "," "," "
"102",101,"Numenius minutus","Numenius minutus","Numenius minutus","Numenius minutus","小杓鷸",NA,"NNT","D","[-1]","bird","380237","species",380237,380237,380237,"29fc16ff-90ba-4308-b815-05d77a4b1c5f","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Numenius","杓鷸屬","小杓鷸"," "," "," "
"103",102,"Sternula albifrons","Sternula albifrons","Sternula albifrons","Sternula albifrons","小燕鷗",NA,"NNT","A2a","[-1]","bird","425231","species",1025547,1025547,NA,"492cb237-e66a-4af1-841c-58dcbdba08b1","species","Aves","鳥綱","Charadriiformes","?形目","Laridae","鷗科","Sternula","小燕鷗屬","小燕鷗"," "," "," "
"104",103,"Otus elegans","Otus elegans","Otus elegans botelensis","Otus elegans botelensis","蘭嶼角鴞",NA,"NNT","B1a+2a;  D"," ","bird","380503","infraspecies",1025027,1025027,NA,"11ac79d8-844c-431d-922b-fda00fa39e52","species","Aves","鳥綱","Strigiformes","鴞形目","Strigidae","鴟鴞科","Otus","角鴞屬","蘭嶼角鴞"," "," "," "
"105",104,"Strix nivicolum","Strix nivicolum","Strix nivicolum yamadae","Strix nivicolum yamadae","東方灰林鴞",NA,"NNT","D"," ","bird","427288","infraspecies",1025564,1025564,NA,"a945b668-8e84-4a1f-af0e-d5c52adc515d","species","Aves","鳥綱","Strigiformes","鴞形目","Strigidae","鴟鴞科","Strix","林鴞屬","東方灰林鴞"," "," "," "
"106",105,"Halcyon smyrnensis","Halcyon smyrnensis","Halcyon smyrnensis","Halcyon smyrnensis","蒼翡翠",NA,"NNT","D","[-2]","bird","380276","species",1024452,1024452,NA,"86c6e158-6df6-4eb8-b46e-a7c5bdeeb815","species","Aves","鳥綱","Coraciiformes","佛法僧目","Alcedinidae","翠鳥科","Halcyon","翡翠屬","蒼翡翠"," "," "," "
"107",106,"Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos insularis","Dendrocopos leucotos insularis","大赤啄木",NA,"NNT","D"," ","bird","380492","infraspecies",1024117,1024117,NA,"0cfc5f84-e36f-4eb0-b071-382adb17dce9","species","Aves","鳥綱","Piciformes","鴷形目","Picidae","啄木鳥科","Dendrocopos","啄木鳥屬","大赤啄木"," "," "," "
"108",107,"Pericrocotus solaris","Pericrocotus solaris","Pericrocotus solaris","Pericrocotus solaris","灰喉山椒鳥",NA,"NNT","C1"," ","bird","380333","species",1025157,1025157,NA,"59f07053-6baf-4e5b-8080-158d9a8bb7ec","species","Aves","鳥綱","Passeriformes","雀形目","Campephagidae","山椒鳥科","Pericrocotus","山椒鳥屬","灰喉山椒"," "," "," "
"109",108,"Terpsiphone atrocaudata","Terpsiphone atrocaudata","Terpsiphone atrocaudata periophthalmica","Terpsiphone atrocaudata periophthalmica","紫綬帶",NA,"NNT","B2a"," ","bird","420270","infraspecies",1025642,1025642,NA,"4fe88bf7-7e84-4d82-bc5a-806cbcaff6e3","species","Aves","鳥綱","Passeriformes","雀形目","Monarchidae","王鶲科","Terpsiphone","壽帶屬","紫綬帶"," "," "," "
"110",109,"Sittiparus castaneoventris","Sittiparus castaneoventris","Sittiparus castaneoventris","Sittiparus castaneoventris","赤腹山雀",NA,"NNT","B1b(v)"," ","bird","432166","species",432166,432166,432166,"b64554fc-0c0a-4ade-9e0d-5eb3cd84b0e7","species","Aves","鳥綱","Passeriformes","雀形目","Paridae","山雀科","Sittiparus","赤腹山雀屬","赤腹山雀","Y"," ","Y"
"111",110,"Parus monticolus","Parus monticolus","Parus monticolus insperatus","Parus monticolus insperatus","青背山雀",NA,"NNT","B1b(v)"," ","bird","380416","infraspecies",1025134,1025134,NA,"45fa8681-3a7e-4a66-841b-7cf9da482b9e","species","Aves","鳥綱","Passeriformes","雀形目","Paridae","山雀科","Parus","山雀屬","青背山雀"," "," "," "
"112",111,"Machlolophus holsti","Parus holsti","Parus holsti","Machlolophus holsti","黃山雀",NA,"NNT","A2a; B1b(v); C1"," ","bird","432368","species",432368,432368,432368,"ccab507a-b6e1-4063-9252-9c9318aaf524","species","Aves","鳥綱","Passeriformes","雀形目","Paridae","山雀科","Machlolophus","黃山雀屬","黃山雀","Y"," ","Y"
"113",112,"Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes taivanus","Troglodytes troglodytes taivanus","鷦鷯",NA,"NNT","B1b(i, v); C1"," ","bird","380310","infraspecies",1025715,1025715,NA,"72d9aa41-68df-46f7-8eaf-69cb168781e3","species","Aves","鳥綱","Passeriformes","雀形目","Troglodytidae","鷦鷯科","Troglodytes","鷦鷯屬","鷦鷯"," "," "," "
"114",113,"Horornis acanthizoides","Cettia acanthizoides","Cettia acanthizoides concolor","Horornis acanthizoides concolor","深山鶯",NA,"NNT","B1b(i)"," ","bird","428584","infraspecies",1024522,1024522,NA,"aa95294c-8756-44f0-9c29-af3775cc3998","species","Aves","鳥綱","Passeriformes","雀形目","Cettiidae","樹鶯科","Horornis","山樹鶯屬","深山鶯"," "," "," "
"115",114,"Locustella alishanensis","Bradypterus alishanensis","Bradypterus alishanensis","Locustella alishanensis","台灣叢樹鶯",NA,"NNT","A2(a); B1b(i, v)"," ","bird","428588","species",428588,428588,428588,"afff8ca8-60e5-408f-b56b-18913d053c3a","species","Aves","鳥綱","Passeriformes","雀形目","Locustellidae","蝗鶯科","Locustella","蝗鶯屬","臺灣叢樹鶯","Y"," "," "
"116",115,"Prinia crinigera","Prinia crinigera","Prinia crinigera striata","Prinia crinigera striata","斑紋鷦鶯",NA,"NNT","A2b"," ","bird","425224","infraspecies",1025300,1025300,NA,"41c093df-67c9-4b2f-8285-e1564b04bc90","species","Aves","鳥綱","Passeriformes","雀形目","Cisticolidae","扇尾鶯科","Prinia","鷦鶯屬","斑紋鷦鶯"," "," "," "
"117",116,"Fulvetta formosana","Alcippe formosana","Alcippe formosana","Fulvetta formosana","褐頭花翼",NA,"NNT","B1b(i, v)"," ","bird","425189","species",425189,425189,425189,"2e269b3e-f070-43fd-b118-42667e65ae98","species","Aves","鳥綱","Passeriformes","雀形目","Paradoxornithidae","鸚嘴科","Fulvetta","褐?屬","褐頭花翼","Y"," "," "
"118",117,"Sinosuthora webbiana","Paradoxornis webbianus","Paradoxornis webbianus bulomacha","Sinosuthora webbiana bulomacha","粉紅鸚嘴",NA,"NNT","A2b"," ","bird","432369","infraspecies",1025485,1025485,NA,"fda73faa-192f-4ec4-a2ad-4b33d1d6ce89","species","Aves","鳥綱","Passeriformes","雀形目","Paradoxornithidae","鸚嘴科","Sinosuthora","漢鴉雀屬","粉紅鸚嘴"," "," "," "
"119",118,"Ianthocincla ruficeps","Garrulax ruficeps","Garrulax ruficeps","Ianthocincla ruficeps","台灣白喉噪眉",NA,"NNT","D"," ","bird","428595","species",428595,428595,428595,"3a87a4f1-eefd-4105-b95b-b9006b24ccdd","species","Aves","鳥綱","Passeriformes","雀形目","Leiothrichidae","噪眉科","Ianthocincla","藍噪眉屬","臺灣白喉噪眉","Y"," ","Y"
"120",119,"Brachypteryx montana","Brachypteryx montana","Brachypteryx montana goodfellowi","Brachypteryx montana goodfellowi","小翼鶇",NA,"NNT","A2a; B1b(ii, v)"," ","bird","380372","infraspecies",1023751,1023751,NA,"6c677c38-fb59-4e41-8e6c-711376abd069","species","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Brachypteryx","短翅鶇屬","小翼鶇"," "," "," "
"121",120,"Turdus poliocephalus","Turdus poliocephalus","Turdus poliocephalus niveiceps","Turdus poliocephalus niveiceps","白頭鶇",NA,"NNT","B1c(ii)+2c(i); D"," ","bird","380408","infraspecies",1025725,1025725,NA,"3f6ddcee-31b4-4af1-bd9b-01dc6b171118","species","Aves","鳥綱","Passeriformes","雀形目","Turdidae","鶇科","Turdus","鶇屬","白頭鶇"," "," "," "
"122",121,"Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","紅冠水雞",NA,"NLC","A"," ","bird","380299","species",1024385,1024385,NA,"5e5f7229-46dc-4eb0-93af-9ae0333f3abc","species","Aves","鳥綱","Gruiformes","鶴形目","Rallidae","秧雞科","Gallinula","黑水雞屬","紅冠水雞"," "," "," "
"123",122,"Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta","反嘴?",NA,"NLC","A"," ","bird","380149","species",380149,380149,380149,"8cf906d2-0fd8-44fd-91ad-d0f7c6a0551a","species","Aves","鳥綱","Charadriiformes","?形目","Recurvirostridae","長腳鷸科","Recurvirostra","反嘴長腳鷸屬","反嘴?"," "," "," "
"124",123,"Hierococcyx sparverioides","Cuculus sparverioides","Cuculus sparverioides","Hierococcyx sparverioides","鷹鵑",NA,"NLC","A"," ","bird","432251","species",419697,419697,419697,"4a5551ba-234c-4bf3-a9a7-98c30399f5c3","species","Aves","鳥綱","Cuculiformes","鵑形目","Cuculidae","杜鵑科","Hierococcyx","鷹鵑屬","鷹鵑"," "," "," "
"125",124,"Otus sunia","Otus sunia","Otus sunia","Otus sunia","東方角鴞",NA,"NLC","A"," ","bird","404622","species",1025030,1025030,NA,"c1927c41-b4d2-4726-8614-e3f34a3dee51","species","Aves","鳥綱","Strigiformes","鴞形目","Strigidae","鴟鴞科","Otus","角鴞屬","東方角鴞"," "," "," "
"126",125,"Arborophila crudigularis","Arborophila crudigular","Arborophila crudigular","Arborophila crudigularis","台灣山鷓鴣",NA,"NLC","A; B"," ","bird","380285","species",380285,380285,380285,"e17f3444-d8de-4a62-b4af-9888b58c4f93","species","Aves","鳥綱","Galliformes","雞形目","Phasianidae","雉科","Arborophila","山鷓鴣屬","臺灣山鷓鴣","Y"," ","Y"
"127",126,"Bambusicola sonorivox","Bambusicola sonorivox","Bambusicola sonorivox","Bambusicola sonorivox","台灣竹雞",NA,"NLC","A; B"," ","bird","419874","species",419874,419874,419874,"53905e4b-a68b-4775-8504-f581229a6c0d","species","Aves","鳥綱","Galliformes","雞形目","Phasianidae","雉科","Bambusicola","竹雞屬","台灣竹雞","Y"," "," "
"128",127,"Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","小??",NA,"NLC","A; B"," ","bird","380198","species",1025604,1025604,NA,"b79ef67c-e3f2-4c38-94f6-a7b79217664a","species","Aves","鳥綱","Podicipediformes","?形目","Podicipedidae","??科","Tachybaptus","小??屬","小??"," "," "," "
"129",128,"Elanus caeruleus","Elanus caeruleus","Elanus caeruleus","Elanus caeruleus","黑翅鳶",NA,"NLC","A; B"," ","bird","404578","species",1024209,1024209,NA,"ad5b2b40-aad1-43d5-8963-708d73adc98a","species","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Elanus","黑翅鳶屬","黑翅鳶"," "," "," "
