"","auto_id","Scientific.name.species","taxon_name_species","taxon_name_infraspecies","TBN學名_infraspecies","name_c.x","name_e","category","criteria","adjusting","taxon_group","name_code","taxon_rank","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name_c.y","is_endemic","is_alien","is_protected"
"478",472,"Arielulus torquatus","Arielulus torquatus","Arielulus torquatus","Arielulus torquatus","黃頸蝠",NA,"NLC"," "," ","mammal","380563","species",380563,380563,380563,"aafc551d-aee2-495a-b381-2014df4a1e33","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Arielulus","蝠屬","黃頸蝠","Y"," "," "
"479",473,"Barbastella leucomelas","Barbastella darjelingensis","Barbastella darjelingensis","Barbastella leucomelas","東方寬耳蝠",NA,"NLC"," "," ","mammal","432675","species",380564,380564,380564,"d7b4cff9-4cca-46bb-996d-571f37fcdd0b","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Barbastella","寬耳蝠屬","寬耳蝠"," "," "," "
"480",474,"Eptesicus serotinus","Eptesicus serotinus","Eptesicus serotinus horikawai","Eptesicus serotinus horikawai","堀川氏棕蝠",NA,"NLC"," "," ","mammal","432776","infraspecies",1024271,1024271,NA,"afe841ea-276b-45ea-8b57-dc56f812c3ca","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Eptesicus","棕蝠屬","崛川氏棕蝠"," "," "," "
"481",475,"Kerivoula furva","Kerivoula furva","Kerivoula furva","Kerivoula furva","玄彩蝠",NA,"NLC"," "," ","mammal","432677","species",401688,401688,401688,"ff907f94-7673-4e31-9238-0d61c8a4811c","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Kerivoula","彩蝠屬","彩蝠"," "," "," "
"482",476,"Harpiola isodon","Harpiola isodon","Harpiola isodon","Harpiola isodon","金芒管鼻蝠",NA,"NLC"," "," ","mammal","416111","species",416111,416111,416111,"062ff32c-a886-4bf3-85be-3094c08f13c7","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Harpiola","毛翼蝠屬","金芒管鼻蝠","Y"," "," "
"483",477,"Myotis fimbriatus","Myotis fimbriatus","Myotis fimbriatus taiwanensis","Myotis fimbriatus taiwanensis","臺灣毛腿鼠耳蝠",NA,"NLC"," "," ","mammal","430164","infraspecies",430164,430164,430164,"9212289c-66a0-4418-814a-d603d9a3cda7","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","毛腿鼠耳蝠"," "," "," "
"484",478,"Myotis frater","Myotis frater","Myotis frater","Myotis frater","長尾鼠耳蝠",NA,"NLC"," "," ","mammal","401690","species",401690,401690,401690,"3247491d-9141-41b9-b97a-c43acdcabb3c","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","長尾鼠耳蝠"," "," "," "
"485",479,"Myotis laniger","Myotis laniger","Myotis laniger","Myotis laniger","華南水鼠耳蝠",NA,"NLC"," "," ","mammal","380572","species",380572,380572,380572,"5ef1f347-a86c-4942-a81c-4840927ca2cd","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","白腹鼠耳蝠"," "," "," "
"486",480,"Myotis rufoniger","Myotis rufoniger","Myotis rufoniger","Myotis rufoniger","赤黑鼠耳蝠",NA,"NLC"," "," ","mammal","380570","species",1024866,1024866,NA,"e1becc51-67ae-4dbe-bae6-deb8046fd5c9","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","渡瀨氏鼠耳蝠"," "," "," "
"487",481,"Myotis secundus","Myotis secundus","Myotis secundus","Myotis secundus","長趾鼠耳蝠",NA,"NLC"," "," ","mammal","401689","species",401689,401689,401689,"3d6fc582-50e9-45c6-b137-9475473d4ac6","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","長趾鼠耳蝠","Y"," "," "
"488",482,"Murina bicolor","Murina bicolor","Murina bicolor","Murina bicolor","黃胸管鼻蝠",NA,"NLC"," "," ","mammal","416113","species",416113,416113,416113,"a7c6d2f4-81d1-4085-9cc4-5c707335d5f4","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Murina","管鼻蝠屬","黃胸管鼻蝠","Y"," "," "
"489",483,"Murina gracilis","Murina gracilis","Murina gracilis","Murina gracilis","姬管鼻蝠",NA,"NLC"," "," ","mammal","401693","species",401693,401693,401693,"983f733c-e0f8-4b41-b66d-8442645a5997","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Murina","管鼻蝠屬","姬管鼻蝠","Y"," "," "
"490",484,"Murina puta","Murina puta","Murina puta","Murina puta","臺灣管鼻蝠",NA,"NLC"," "," ","mammal","380568","species",380568,380568,380568,"291a93e2-a46c-4706-8880-31d53ad069aa","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Murina","管鼻蝠屬","臺灣管鼻蝠","Y"," "," "
"491",485,"Murina recondita","Murina recondita","Murina recondita","Murina recondita","隱姬管鼻蝠",NA,"NLC"," "," ","mammal","416114","species",416114,416114,416114,"8787be1c-2d5f-40a3-814d-069f5b78a2b1","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Murina","管鼻蝠屬","隱姬管鼻蝠","Y"," "," "
"492",486,"Pipistrellus abramus","Pipistrellus abramus","Pipistrellus abramus","Pipistrellus abramus","東亞家蝠",NA,"NLC"," "," ","mammal","380575","species",380575,380575,380575,"972e9adb-b068-4169-b97d-bef9eac71825","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Pipistrellus","家蝠屬","東亞家蝠"," "," "," "
"493",487,"Pipistrellus montanus","Pipistrellus montanus","Pipistrellus montanus","Pipistrellus montanus","山家蝠",NA,"NLC"," "," ","mammal","401695","species",401695,401695,401695,"4c497a4b-02bc-4d4b-b502-51763dd0ab4b","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Pipistrellus","家蝠屬","山家蝠","Y"," "," "
"494",488,"Pipistrellus taiwanensis","Pipistrellus taiwanensis","Pipistrellus taiwanensis","Pipistrellus taiwanensis","臺灣家蝠",NA,"NLC"," "," ","mammal","401696","species",401696,401696,401696,"3c13c2ea-37be-44de-8e41-9dda16da11be","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Pipistrellus","家蝠屬","臺灣家蝠"," "," "," "
"495",489,"Plecotus taivanus","Plecotus taivanus","Plecotus taivanus","Plecotus taivanus","臺灣長耳蝠",NA,"NLC"," "," ","mammal","380576","species",380576,380576,380576,"6057b08a-9292-4858-b69b-97ca6f636b7d","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Plecotus","長耳蝠屬","臺灣長耳蝠","Y"," "," "
"496",490,"Nyctalus plancyi","Nyctalus plancyi","Nyctalus plancyi velutinus","Nyctalus plancyi velutinus","絨山蝠",NA,"NLC"," "," ","mammal","401697","infraspecies",1024947,1024947,NA,"c75ec5ab-1ebe-4371-a1aa-3980b91907db","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Nyctalus","夜蝠屬","絨山蝠"," "," "," "
"497",491,"Scotophilus kuhlii","Scotophilus kuhlii","Scotophilus kuhlii","Scotophilus kuhlii","高頭蝠",NA,"NLC"," "," ","mammal","380577","species",380577,380577,380577,"5de000d1-14ae-4ce2-ac01-67ee81ba6995","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Scotophilus","高頭蝠屬","高頭蝠"," "," "," "
"498",492,"Submyotodon latirostris","Submyotodon latirostris","Submyotodon latirostris","Submyotodon latirostris","寬吻鼠耳蝠",NA,"NLC"," "," ","mammal","430163","species",430163,430163,430163,"7d34fecb-ca50-4c2d-90bc-bb83439d7035","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Submyotodon"," ","寬吻鼠耳蝠","Y"," "," "
"499",493,"Miniopterus schreibersii","Miniopterus fuliginosus","Miniopterus fuliginosus","Miniopterus schreibersii fuliginosus","東亞摺翅蝠",NA,"NLC"," "," ","mammal","432679","species",1024830,1024830,NA,"ea6ee1c4-787c-4268-8cda-7006a6c0a894","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Miniopterus","長翼蝠屬","東亞摺翅蝠"," "," "," "
"500",494,"Tadarida insignis","Tadarida insignis","Tadarida insignis","Tadarida insignis","東亞游離尾蝠",NA,"NLC"," "," ","mammal","416083","species",416083,416083,416083,"b5eaeb8d-ec5e-4ea3-b8ea-0bbd444894c6","species","Mammalia","哺乳綱","Chiroptera","翼手目","Molossidae","游離尾蝠科","Tadarida","犬吻蝠屬","游離尾蝠"," "," "," "
"501",495,"Mogera insularis","Mogera insularis","Mogera insularis insularis","Mogera insularis insularis","臺灣鼴鼠",NA,"NLC"," "," ","mammal","380587","infraspecies",1024833,1024833,NA,"46107149-2b06-47d2-9c2d-ae3af5df5354","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Talpidae","鼴鼠科","Mogera","鼴鼠屬","臺灣鼴鼠"," "," "," "
"502",496,"Mogera kanoana","Mogera kanoana","Mogera kanoana","Mogera kanoana","鹿野氏鼴鼠",NA,"NLC"," "," ","mammal","401752","species",401752,401752,401752,"d6acae4c-bc10-4f50-ba48-111296780bf1","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Talpidae","鼴鼠科","Mogera","鼴鼠屬","鹿野氏鼴鼠","Y"," "," "
"503",497,"Anourosorex yamashinai","Anourosorex yamashinai","Anourosorex yamashinai","Anourosorex yamashinai","短尾鼩",NA,"NLC"," "," ","mammal","416053","species",416053,416053,416053,"59e4538f-605e-4f8a-954d-6695df1d6fdc","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Anourosorex","短尾鼩屬","短尾鼩","Y"," "," "
"504",498,"Crocidura rapax","Crocidura rapax","Crocidura rapax","Crocidura rapax","長尾麝鼩",NA,"NLC"," "," ","mammal"," ","species",1024037,1024037,NA,"0d5ad954-5c72-4753-9ada-e985fa43465e","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Crocidura","麝鼩屬","蘭嶼長尾麝鼩"," "," "," "
"505",499,"Crocidura shantungensis","Crocidura shantungensis","Crocidura shantungensis","Crocidura shantungensis","小麝鼩",NA,"NLC"," "," ","mammal","416055","species",1024038,1024038,NA,"22288955-7b71-48d6-950a-5899ca904542","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Crocidura","麝鼩屬","荷氏小麝鼩"," "," "," "
"506",500,"Crocidura tanakae","Crocidura tanakae","Crocidura tanakae","Crocidura tanakae","灰麝鼩",NA,"NLC"," "," ","mammal","416054","species",416054,416054,416054,"8dd51e84-20af-473a-8c64-553461fb5988","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Crocidura","麝鼩屬","臺灣灰麝鼩","Y"," "," "
"507",501,"Episoriculus fumidus","Episoriculus fumidus","Episoriculus fumidus","Episoriculus fumidus","臺灣長尾鼩",NA,"NLC"," "," ","mammal","416301","species",416301,416301,416301,"14d1c702-5d76-4786-81b2-95a1051416f4","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Episoriculus","大長尾鼩屬","臺灣長尾鼩","Y"," "," "
"508",502,"Suncus murinus","Suncus murinus","Suncus murinus","Suncus murinus","家鼩",NA,"NLC"," "," ","mammal","380586","species",380586,380586,380586,"b7fb0967-2cfd-4961-8409-d50ed5c035a9","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Suncus","臭鼩屬","臭鼩"," "," "," "
"509",503,"Belomys pearsonii","Belomys pearsonii","Belomys pearsonii kaleensis","Belomys pearsonii kaleensis","小鼯鼠",NA,"NLC"," "," ","mammal","380604","infraspecies",1023715,1023715,NA,"ab026aab-7ef7-4c35-880a-7e0d530da4e0","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Belomys","毛耳飛鼠屬","小鼯鼠"," "," "," "
"510",504,"Callosciurus erythraeus","Callosciurus erythraeus","Callosciurus erythraeus thaiwanensis","Callosciurus erythraeus thaiwanensis","赤腹松鼠",NA,"NLC"," "," ","mammal","380605","infraspecies",1023809,1023809,NA,"17369a4d-5103-432d-9d17-3242fc0096c9","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Callosciurus","麗松鼠屬","赤腹松鼠"," "," "," "
"511",505,"Dremomys pernyi","Dremomys pernyi","Dremomys pernyi owstoni","Dremomys pernyi owstoni","長吻松鼠",NA,"NLC"," "," ","mammal","380606","infraspecies",1024175,1024175,NA,"a11b41ee-06c0-474a-b7b0-64ff8d7af19f","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Dremomys","長吻松鼠屬","長吻松鼠"," "," "," "
"512",506,"Petaurista alborufus","Petaurista alborufus","Petaurista alborufus lena","Petaurista alborufus lena","白面鼯鼠",NA,"NLC"," "," ","mammal","380607","infraspecies",1025171,1025171,NA,"5106f526-5277-4727-981e-86e713ce6c74","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Petaurista","鼯鼠屬","白面鼯鼠"," "," "," "
"513",507,"Petaurista philippensis","Petaurista philippensis","Petaurista philippensis grandis","Petaurista philippensis grandis","大赤鼯鼠",NA,"NLC"," "," ","mammal","380608","infraspecies",1025172,1025172,NA,"f67629cd-817d-41e3-a132-2b89e612ab2a","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Petaurista","鼯鼠屬","大赤鼯鼠"," "," "," "
"514",508,"Tamiops maritimus","Tamiops maritimus","Tamiops maritimus formosanus","Tamiops maritimus formosanus","條紋松鼠",NA,"NLC"," "," ","mammal","380609","infraspecies",1025624,1025624,NA,"adaafb8e-5c5d-445a-a8e6-261cb901a627","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Sciuridae","松鼠科","Tamiops","花松鼠屬","條紋松鼠"," "," "," "
"515",509,"Apodemus agrarius","Apodemus agrarius","Apodemus agrarius","Apodemus agrarius","赤背條鼠",NA,"NLC"," "," ","mammal","380591","species",380591,380591,380591,"e882a3b5-7cdd-4469-84e8-9bad36ee1008","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Apodemus","姬鼠屬","赤背條鼠"," "," "," "
"516",510,"Apodemus semotus","Apodemus semotus","Apodemus semotus","Apodemus semotus","臺灣森鼠",NA,"NLC"," "," ","mammal","380592","species",380592,380592,380592,"68018d1d-450b-4192-a8b6-052ed439aa59","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Apodemus","姬鼠屬","臺灣森鼠","Y"," "," "
"517",511,"Bandicota indica","Bandicota indica","Bandicota indica","Bandicota indica","鬼鼠",NA,"NLC"," "," ","mammal","380593","species",380593,380593,380593,"d7fafa45-746e-4dce-97ef-519e47407523","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Bandicota","板齒鼠屬","鬼鼠"," "," "," "
"518",512,"Micromys minutus","Micromys minutus","Micromys minutus","Micromys minutus","巢鼠",NA,"NLC"," "," ","mammal","380595","species",380595,380595,380595,"3ea8055e-5d95-4b84-ad96-4e48b849a9c3","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Micromys","巢鼠屬","巢鼠"," "," "," "
"519",513,"Mus caroli","Mus caroli","Mus caroli","Mus caroli","田鼷鼠",NA,"NLC"," "," ","mammal","380597","species",380597,380597,380597,"4dee6592-1c03-4a49-b485-73b05366e99d","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Mus","小鼠屬","田鼷鼠"," "," "," "
"520",514,"Mus musculus","Mus musculus","Mus musculus","Mus musculus","家鼷鼠",NA,"NLC"," "," ","mammal","380598","species",380598,380598,380598,"dd2c5271-02b4-4441-91f5-e6b4b0dc0116","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Mus","小鼠屬","家鼷鼠"," "," "," "
"521",515,"Niviventer coninga","Niviventer coninga","Niviventer coninga","Niviventer coninga","刺鼠",NA,"NLC"," "," ","mammal","416095","species",416095,416095,416095,"200754a7-3859-4575-b2b2-8e2e24f82be2","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Niviventer","白腹鼠屬","臺灣刺鼠","Y"," "," "
"522",516,"Niviventer culturatus","Niviventer culturatus","Niviventer culturatus","Niviventer culturatus","高山白腹鼠",NA,"NLC"," "," ","mammal","380600","species",380600,380600,380600,"4b0de2e1-3476-40a2-a5c4-63c12dc43044","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Niviventer","白腹鼠屬","高山白腹鼠","Y"," "," "
"523",517,"Rattus losea","Rattus losea","Rattus losea","Rattus losea","小黃腹鼠",NA,"NLC"," "," ","mammal","380601","species",380601,380601,380601,"42ac4e1f-aec4-4d1b-ba51-7cfa1427b216","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Rattus","家鼠屬","小黃腹鼠"," "," "," "
"524",518,"Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","溝鼠",NA,"NLC"," "," ","mammal","380602","species",380602,380602,380602,"f4f37c2f-c263-440f-8bcd-8ce505c876df","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Rattus","家鼠屬","溝鼠"," "," "," "
"525",519,"Rattus tanezumi","Rattus tanezumi","Rattus tanezumi","Rattus tanezumi","亞洲家鼠",NA,"NLC"," "," ","mammal","416099","species",416099,416099,416099,"f0c78ade-a44b-4067-ab8d-94d0719fd145","species","Mammalia","哺乳綱","Rodentia","嚙齒目","Muridae","鼠科","Rattus","家鼠屬","亞洲家鼠"," "," "," "
"526",520,"Melogale moschata","Melogale moschata","Melogale moschata subaurantiaca","Melogale moschata subaurantiaca","鼬?",NA,"NLC"," "," ","mammal","380522","infraspecies",1024766,1024766,NA,"adab0bac-34a0-4d24-8e4e-7b0336ff1df7","species","Mammalia","哺乳綱","Carnivora","食肉目","Mustelidae","貂科","Melogale","鼬獾屬","鼬?"," "," "," "
"527",521,"Mustela sibirica","Mustela sibirica","Mustela sibirica taivana","Mustela sibirica taivana","黃鼠狼",NA,"NLC"," "," ","mammal","416109","infraspecies",1024854,1024854,NA,"7ecf32e7-0fb6-44c0-8c01-b6e017ad2985","species","Mammalia","哺乳綱","Carnivora","食肉目","Mustelidae","貂科","Mustela","鼬屬","黃鼠狼"," "," "," "
"528",522,"Paguma larvata","Paguma larvata","Paguma larvata taivana","Paguma larvata taivana","白鼻心",NA,"NLC"," "," ","mammal","380526","infraspecies",1025057,1025057,NA,"b20f4f14-efc7-4031-a9a2-dd1729839f27","species","Mammalia","哺乳綱","Carnivora","食肉目","Viverridae","靈貓科","Paguma","花面狸屬","白鼻心"," "," "," "
"529",523,"Muntiacus reevesi","Muntiacus reevesi","Muntiacus reevesi micrurus","Muntiacus reevesi micrurus","臺灣山羌",NA,"NLC"," "," ","mammal","380515","infraspecies",1024847,1024847,NA,"9f5d6529-1903-47d9-8a75-ed46e65d7159","species","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Cervidae","鹿科","Muntiacus","麂屬","山羌"," "," "," "
"530",524,"Sus scrofa","Sus scrofa","Sus scrofa taivanus","Sus scrofa taivanus","臺灣野豬",NA,"NLC"," "," ","mammal","380516","infraspecies",1025581,1025581,NA,"090f6f96-69ad-4493-9673-c917bf8617b4","species","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Suidae","豬科","Sus","野豬屬","臺灣野豬"," "," "," "
"531",525,"Macaca cyclopis","Macaca cyclopis","Macaca cyclopis","Macaca cyclopis","臺灣獼猴",NA,"NLC"," "," ","mammal","380590","species",380590,380590,380590,"1ef26ce6-3221-41a6-bd30-46ce27bf49c6","species","Mammalia","哺乳綱","Primates","靈長目","Cercopithecidae","獼猴科","Macaca","獼猴屬","臺灣獼猴","Y"," "," "
"532",526,"Lepus sinensis","Lepus sinensis","Lepus sinensis formosus","Lepus sinensis formosus","臺灣野兔",NA,"NLC"," "," ","mammal","380588","infraspecies",1024634,1024634,NA,"06fc3e21-c3d8-4d18-b4ee-29f3cb93f1b2","species","Mammalia","哺乳綱","Lagomorpha","兔形目","Leporidae","兔科","Lepus","兔屬","臺灣野兔"," "," "," "
"533",527,"Harpiocephalus harpia","Harpiocephalus harpia","Harpiocephalus harpia","Harpiocephalus harpia","毛翼管鼻蝠",NA,"NDD"," "," ","mammal","380566","species",380566,380566,380566,"02226548-3724-4043-beee-ea24b83df50a","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Harpiocephalus","毛翼管鼻蝠屬","毛翼管鼻蝠"," "," "," "
"534",528,"Hypsugo pulveratus","Hypsugo pulveratus","Hypsugo pulveratus","Hypsugo pulveratus","灰伏翼",NA,"NDD"," "," ","mammal","416112","species",416112,416112,416112,"a89dc7ac-888d-41d8-8f76-c75cd806151b","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Hypsugo","高級伏翼屬","灰伏翼"," "," "," "
"535",529,"Myotis soror","Myotis soror","Myotis soror","Myotis soror","紅棕鼠耳蝠",NA,"NDD"," "," ","mammal","430165","species",430165,430165,430165,"11685854-83a2-4017-b07c-67210a80686f","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","紅棕鼠耳蝠","Y"," "," "
"536",530,"Chodsigoa sodalis","Chodsigoa sodalis","Chodsigoa sodalis","Chodsigoa sodalis","細尾長尾鼩",NA,"NDD"," "," ","mammal","416060","species",416060,416060,416060,"4e4ae164-8878-4163-9687-d09e72ccfb24","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Soricidae","尖鼠科","Chodsigoa","長尾鼩屬","細尾長尾鼩","Y"," "," "
"537",531,"Mauremys reevesii","Mauremys reevesii","Mauremys reevesii","Mauremys reevesii","金龜",NA,"NCR","B1ab(iii,iv)"," ","reptile","380610","species",380610,380610,380610,"a1148186-eaa1-482a-931f-7b26c9d96a7a","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Mauremys","石龜屬","金龜"," "," ","Y"
"538",532,"Amphiesma miyajimae","Hebius miyajimae","Hebius miyajimae","Amphiesma miyajimae","金絲蛇",NA,"NEN","B1a+b(iii,iv)"," ","reptile","380630","species",380630,380630,380630,"00f89f81-f5dd-4593-b9cf-2fd5bd429694","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Amphiesma","腹鏈蛇屬","金絲蛇","Y"," ","Y"
"539",533,"Myrrophis chinensis","Myrrophis chinensis","Myrrophis chinensis","Myrrophis chinensis","唐水蛇",NA,"NEN","B1a+b(iii,iv)+c(iii)"," ","reptile","380642","species",380642,380642,380642,"acffe805-822f-4fce-bfd8-fdd8bd096319","species","Reptilia","爬蟲綱","Squamata","有鱗目","Homalopsidae","水蛇科","Myrrophis"," ","唐水蛇"," "," ","Y"
"540",534,"Cuora flavomarginata","Cuora flavomarginata","Cuora flavomarginata","Cuora flavomarginata","食蛇龜",NA,"NVU","B1b(iii,iv)+c(iv)"," ","reptile","380611","species",380611,380611,380611,"6e4ebaf6-7bcc-4962-9b76-6c03cca192f6","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Cuora"," ","食蛇龜","Y"," ","Y"
"541",535,"Enhydris plumbea","Hypsiscopus plumbea","Hypsiscopus plumbea","Enhydris plumbea","鉛色水蛇",NA,"NVU","B1b(iii,iv)+c(iii)"," ","reptile","380643","species",380643,380643,380643,"d08669ba-8e9e-4d01-b96e-4265d17bc96d","species","Reptilia","爬蟲綱","Squamata","有鱗目","Homalopsidae","水蛇科","Enhydris","水蛇屬","鉛色水蛇"," "," ","Y"
"542",536,"Mauremys mutica","Mauremys mutica","Mauremys mutica mutica","Mauremys mutica mutica","柴棺龜",NA,"NNT","接近 VU B1ab(iii,iv)"," ","reptile","380612","infraspecies",380612,380612,380612,"4b94bfc5-86cf-4c04-a358-83da85980619","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Mauremys","石龜屬","柴棺龜"," "," ","Y"
"543",537,"Japalura makii","Japalura makii","Japalura makii","Japalura makii","牧氏攀蜥",NA,"NNT","接近 VU B1a"," ","reptile","380623","species",380623,380623,380623,"56fd8f78-9bf8-4197-8453-a2db4b817962","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","牧氏攀蜥","Y"," ","Y"
"544",538,"Emoia atrocostata","Emoia atrocostata","Emoia atrocostata","Emoia atrocostata","沿岸島蜥",NA,"NNT","接近 VU B1ab(iii)"," ","reptile","380690","species",380690,380690,380690,"11721a8e-f075-4999-9c66-83c73a6c46ab","species","Reptilia","爬蟲綱","Squamata","有鱗目","Scincidae","石龍子科","Emoia","島蜥屬","岩岸島蜥"," "," "," "
"545",539,"Sinonatrix percarinata","Sinonatrix percarinata","Sinonatrix percarinata suriki","Sinonatrix percarinata suriki","白腹遊蛇",NA,"NNT","接近 VU B1ab(iii)"," ","reptile","380658","infraspecies",1025482,1025482,NA,"ba6cb1e8-7585-42d8-a693-ba280ef44cea","species","Reptilia","爬蟲綱","Squamata","有鱗目","Colubridae","黃頷蛇科","Sinonatrix","華遊蛇屬","白腹游蛇"," "," "," "
"546",540,"Mauremys sinensis","Mauremys sinensis","Mauremys sinensis","Mauremys sinensis","斑龜",NA,"NLC"," "," ","reptile","421741","species",421741,421741,421741,"3d145d1d-f9b2-47fd-99fc-f047b10cd560","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Geoemydidae","地龜科","Mauremys","石龜屬","斑龜"," "," "," "
"547",541,"Pelodiscus sinensis","Pelodiscus sinensis","Pelodiscus sinensis","Pelodiscus sinensis","中華鱉",NA,"NLC"," "," ","reptile","380620","species",380620,380620,380620,"c12abbb0-3792-44b9-bbb7-8923cfb9fd4f","species","Reptilia","爬蟲綱","Testudines","龜鱉目","Trionychidae","鱉科","Pelodiscus","鱉屬","中華鱉"," "," "," "
"548",542,"Japalura brevipes","Japalura brevipes","Japalura brevipes","Japalura brevipes","短肢攀蜥",NA,"NLC"," "," ","reptile","380621","species",380621,380621,380621,"5adb8be0-5410-4922-9f12-daa700c37f14","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","短肢攀蜥","Y"," ","Y"
"549",543,"Japalura polygonata","Japalura polygonata","Japalura polygonata xanthostoma","Japalura polygonata xanthostoma","黃口攀蜥",NA,"NLC"," "," ","reptile","380624","infraspecies",1024571,1024571,NA,"b5da1edb-8f56-4e4a-bcf1-71533779231d","species","Reptilia","爬蟲綱","Squamata","有鱗目","Agamidae","飛蜥科","Japalura","龍蜥屬","黃口攀蜥"," "," "," "
